"Postcode","Netnummer","Wijken","Plaats","Gemeente","Provincie","Breedtegraad (N):","Lengtegraad (E):","Wijk"
"8616","0515",NA,"Westhem","Súdwest-Fryslân","Friesland",53.01469545922,5.5460197455738,"Wijk 09 Oosthem"
"8617","0515",NA,"Abbega","Súdwest-Fryslân","Friesland",53.017926660089,5.5706775756699,"Wijk 09 Oosthem"
"8618","0515",NA,"Oosthem","Súdwest-Fryslân","Friesland",53.014170545921,5.6001543841763,"Wijk 09 Oosthem"
"8621","0515",NA,"Heeg","Súdwest-Fryslân","Friesland",52.972592912068,5.5946897076428,"Wijk 06 Zuid IJlst"
"8622","0515",NA,"Hommerts","Súdwest-Fryslân","Friesland",52.978736414652,5.6618047349516,"Wijk 06 Zuid IJlst"
"8623","0515","Wijk 05 IJlstWijk 06 Zuid IJlst","Jutrijp","Súdwest-Fryslân","Friesland",52.995559409534,5.6483224620431,NA
"8624","0515",NA,"Uitwellingerga","Súdwest-Fryslân","Friesland",52.999657146439,5.714102790309,"Wijk 11 Zuidoost IJLst"
"8625","0515",NA,"Oppenhuizen","Súdwest-Fryslân","Friesland",53.007515262581,5.6980962011942,"Wijk 11 Zuidoost IJLst"
"8626","0515",NA,"Offingawier","Súdwest-Fryslân","Friesland",53.032909102427,5.7283608073823,"Wijk 01 Sneek"
"8627","0515",NA,"Gauw","Súdwest-Fryslân","Friesland",53.05611202472,5.7194406624721,"Wijk 07 Oost IJlst"
"8628","0515",NA,"Goënga","Súdwest-Fryslân","Friesland",53.051975603122,5.7004290788167,"Wijk 07 Oost IJlst"
"8629","0515",NA,"Scharnegoutum","Súdwest-Fryslân","Friesland",53.06526159691,5.6708349134968,"Wijk 07 Oost IJlst"
"8632","0515",NA,"Tirns","Súdwest-Fryslân","Friesland",53.061098930533,5.6261186566997,"Wijk 10 Noordwest IJlst"
"8633","0515",NA,"Ysbrechtum","Súdwest-Fryslân","Friesland",53.044806403342,5.6338653789409,"Wijk 01 Sneek"
"8635","0515",NA,"Boazum","Súdwest-Fryslân","Friesland",53.091933651546,5.697454268613,"Wijk 20 Littenseradiel"
"8636","058",NA,"Britswert","Súdwest-Fryslân","Friesland",53.115465965441,5.6752741896111,"Wijk 20 Littenseradiel"
"8637","058",NA,"Wiuwert","Súdwest-Fryslân","Friesland",53.109202352936,5.6970100114349,"Wijk 20 Littenseradiel"
"8641","0515",NA,"Rien","Súdwest-Fryslân","Friesland",53.094923088456,5.6603844785924,"Wijk 20 Littenseradiel"
"8642","0515",NA,"Lytsewierrum","Súdwest-Fryslân","Friesland",53.081718553035,5.6655510183219,"Wijk 20 Littenseradiel"
"8644","0515",NA,"Dearsum","Súdwest-Fryslân","Friesland",53.083179060614,5.7170559355926,"Wijk 19 Boarnsterhim"
"8647","0515",NA,"Sibrandabuorren","Súdwest-Fryslân","Friesland",53.060260579713,5.732065628497,"Wijk 19 Boarnsterhim"
"8651","0515",NA,"IJlst","Súdwest-Fryslân","Friesland",53.009474205407,5.628887922484,"Wijk 05 IJlst"
"8658","0515",NA,"Greonterp","Súdwest-Fryslân","Friesland",53.010856210028,5.5157575089895,"Wijk 09 Oosthem"
"8701","0515",NA,"Bolsward","Súdwest-Fryslân","Friesland",53.064128060621,5.5241061397407,"Wijk 00 Bolsward"
"8702","0515",NA,"Bolsward","Súdwest-Fryslân","Friesland",53.069370357693,5.5368598026965,"Wijk 00 Bolsward"
"8711","0515",NA,"Workum","Súdwest-Fryslân","Friesland",52.975103996621,5.3953336395085,"Wijk 02 Nijefurd"
"8713","0514",NA,"Hindeloopen","Súdwest-Fryslân","Friesland",52.93661634097,5.36291029234,"Wijk 02 Nijefurd"
"8715","0514",NA,"Stavoren","Súdwest-Fryslân","Friesland",52.885228750242,5.2994720014966,"Wijk 04 Hemelum"
"8721","0514","Wijk 03 KoudumWijk 04 Hemelum","Warns","Súdwest-Fryslân","Friesland",52.8212392776,5.394294432228,NA
"8722","0514",NA,"Molkwerum","Súdwest-Fryslân","Friesland",52.90086864902,5.4060654670824,"Wijk 03 Koudum"
"8723","0514",NA,"Koudum","Súdwest-Fryslân","Friesland",52.9147248371,5.459287605201,"Wijk 03 Koudum"
"8724","0514",NA,"It Heidenskip","Súdwest-Fryslân","Friesland",52.948815462611,5.495913184919,"Wijk 03 Koudum"
"8731","0515",NA,"Wommels","Súdwest-Fryslân","Friesland",53.101846432355,5.5832855173281,"Wijk 20 Littenseradiel"
"8732","0515",NA,"Kûbaard","Súdwest-Fryslân","Friesland",53.121706015711,5.5670061214226,"Wijk 20 Littenseradiel"
"8734","0515",NA,"Easterein","Súdwest-Fryslân","Friesland",53.097987370016,5.6212361414784,"Wijk 20 Littenseradiel"
"8735","0515",NA,"Itens","Súdwest-Fryslân","Friesland",53.104724925307,5.6466374286573,"Wijk 20 Littenseradiel"
"8736","0515",NA,"Reahûs","Súdwest-Fryslân","Friesland",53.078086337277,5.6352948218293,"Wijk 20 Littenseradiel"
"8737","0515",NA,"Hidaard","Súdwest-Fryslân","Friesland",53.07891339182,5.6041482332443,"Wijk 20 Littenseradiel"
"8741","0515",NA,"Hartwerd","Súdwest-Fryslân","Friesland",53.073044445943,5.5712701860331,"Wijk 14 Weidestreek Oost"
"8742","0515",NA,"Burgwerd","Súdwest-Fryslân","Friesland",53.089676624712,5.5419465596855,"Wijk 14 Weidestreek Oost"
"8743","0515",NA,"Hichtum","Súdwest-Fryslân","Friesland",53.083450811805,5.5207154250056,"Wijk 14 Weidestreek Oost"
"8744","0517",NA,"Schettens","Súdwest-Fryslân","Friesland",53.083194084273,5.4842306538935,"Wijk 14 Weidestreek Oost"
"8745","0517",NA,"Longerhouw","Súdwest-Fryslân","Friesland",53.070217389908,5.4777456159997,"Wijk 14 Weidestreek Oost"
"8746","0517",NA,"Schraard","Súdwest-Fryslân","Friesland",53.076983237345,5.4528176606168,"Wijk 14 Weidestreek Oost"
"8747","0517",NA,"Wons","Súdwest-Fryslân","Friesland",53.083482028286,5.4227289704942,"Wijk 15 Weidestreek West"
"8748","0517",NA,"Witmarsum","Súdwest-Fryslân","Friesland",53.099752636428,5.4779992086094,"Wijk 13 Bouwhoek"
"8749","0517",NA,"Pingjum","Súdwest-Fryslân","Friesland",53.115444854104,5.4323769700859,"Wijk 13 Bouwhoek"
"8751","0517",NA,"Zurich","Súdwest-Fryslân","Friesland",53.106963419823,5.3951039919013,"Wijk 15 Weidestreek West"
"8753","0515",NA,"Cornwerd","Súdwest-Fryslân","Friesland",53.084476195434,5.3968851069495,"Wijk 15 Weidestreek West"
"8754","0515","Wijk 17 MakkumWijk 18 Weidestreek Zuidwest","Makkum","Súdwest-Fryslân","Friesland",53.031351335941,5.3603670224404,NA
"8755","0515",NA,"Idsegahuizum","Súdwest-Fryslân","Friesland",53.044440216749,5.423080608309,"Wijk 18 Weidestreek Zuidwest"
"8757","0515",NA,"Gaast","Súdwest-Fryslân","Friesland",53.022106074428,5.4273597891206,"Wijk 18 Weidestreek Zuidwest"
"8758","0515","Wijk 16 Weidestreek ZuidWijk 18 Weidestreek Zuidwest","Allingawier","Súdwest-Fryslân","Friesland",53.041368361801,5.4509895464541,NA
"8759","0515",NA,"Exmorra","Súdwest-Fryslân","Friesland",53.059023510838,5.4685239100974,"Wijk 16 Weidestreek Zuid"
"8761","0515",NA,"Ferwoude","Súdwest-Fryslân","Friesland",53.004931398664,5.435193715164,"Wijk 18 Weidestreek Zuidwest"
"8763","0515",NA,"Parrega","Súdwest-Fryslân","Friesland",53.013075970676,5.4684875261399,"Wijk 16 Weidestreek Zuid"
"8764","0515",NA,"Dedgum","Súdwest-Fryslân","Friesland",53.022404859504,5.4959579659781,"Wijk 16 Weidestreek Zuid"
"8765","0515",NA,"Tjerkwerd","Súdwest-Fryslân","Friesland",53.040593843199,5.5054138731775,"Wijk 16 Weidestreek Zuid"
"8771","0515",NA,"Nijland","Súdwest-Fryslân","Friesland",53.053922378463,5.5842513194809,"Wijk 10 Noordwest IJlst"
"8773","0515",NA,"Folsgare","Súdwest-Fryslân","Friesland",53.034757396128,5.6030278804009,"Wijk 10 Noordwest IJlst"
"8774","0515",NA,"Wolsum","Súdwest-Fryslân","Friesland",53.04001452639,5.5501787354276,"Wijk 09 Oosthem"
"8801","0517","Wijk 03 - FranekerWijk 08 - Franeker Zuidwest","Franeker","Waadhoeke","Friesland",53.179395129863,5.5489079687334,NA
"8802","0517","Wijk 03 - FranekerWijk 08 - Franeker Zuidwest","Franeker","Waadhoeke","Friesland",53.195786307593,5.5379255140028,NA
"8804","0517",NA,"Tzum","Waadhoeke","Friesland",53.149849899651,5.5640216277711,"Wijk 06 - Tzum e.o."
"8805","0517","Wijk 03 - FranekerWijk 06 - Tzum e.o.","Hitzum","Waadhoeke","Friesland",53.164313408538,5.5190381471804,NA
"8806","0517",NA,"Achlum","Waadhoeke","Friesland",53.153154717779,5.4974888689782,"Wijk 06 - Tzum e.o."
"8807","0517",NA,"Herbaijum","Waadhoeke","Friesland",53.185664958677,5.4948041060843,"Wijk 07 - Sexbierum e.o."
"8808","0517",NA,"Dongjum","Waadhoeke","Friesland",53.208708437715,5.5431713064805,"Wijk 04 - Tzummarum e.o."
"8809","0517",NA,"Boer","Waadhoeke","Friesland",53.213052441672,5.5646640969118,"Wijk 05 - Ried e.o."
"8811","0517",NA,"Ried","Waadhoeke","Friesland",53.220153837783,5.5878811276363,"Wijk 05 - Ried e.o."
"8812","0517",NA,"Peins","Waadhoeke","Friesland",53.206862109743,5.5963964999756,"Wijk 05 - Ried e.o."
"8813","0517",NA,"Schalsum","Waadhoeke","Friesland",53.195376764293,5.5790139403128,"Wijk 05 - Ried e.o."
"8814","0517",NA,"Zweins","Waadhoeke","Friesland",53.190690627016,5.6026784837726,"Wijk 05 - Ried e.o."
"8816","0517",NA,"Skingen","Waadhoeke","Friesland",53.204315009143,5.6229285587926,"Wijk 11 - Dronryp e.o."
"8821","0517",NA,"Kimswerd","Súdwest-Fryslân","Friesland",53.140442318055,5.4359213264861,"Wijk 13 Bouwhoek"
"8822","0517",NA,"Arum","Súdwest-Fryslân","Friesland",53.128470294348,5.4873867043618,"Wijk 13 Bouwhoek"
"8823","0517",NA,"Lollum","Súdwest-Fryslân","Friesland",53.127733436351,5.5258097147812,"Wijk 14 Weidestreek Oost"
"8831","0517",NA,"Winsum","Waadhoeke","Friesland",53.148510191438,5.6316518727966,"Wijk 10 - Winsum"
"8832","0517",NA,"Húns","Leeuwarden","Friesland",53.161041076178,5.6668671638111,"Dorpen Zuid-West"
"8834","0517",NA,"Baard","Leeuwarden","Friesland",53.139884622076,5.6736211716538,"Dorpen Zuid-West"
"8835","0517",NA,"Easterlittens","Leeuwarden","Friesland",53.130298106694,5.6552040374711,"Dorpen Zuid-West"
"8841","0517",NA,"Baaium","Waadhoeke","Friesland",53.164373892678,5.6365238302382,"Wijk 09 - Wjelsryp e.o."
"8842","0517",NA,"Wjelsryp","Waadhoeke","Friesland",53.167382748794,5.6013106926626,"Wijk 09 - Wjelsryp e.o."
"8843","0517",NA,"Spannum","Waadhoeke","Friesland",53.137409348778,5.6080350059538,"Wijk 09 - Wjelsryp e.o."
"8844","0515",NA,"Hinnaard","Súdwest-Fryslân","Friesland",53.117325036595,5.6356290728847,"Wijk 20 Littenseradiel"
"8845","0517",NA,"Waaksens","Súdwest-Fryslân","Friesland",53.108756392967,5.5378340396951,"Wijk 20 Littenseradiel"
"8851","0518",NA,"Tzummarum","Waadhoeke","Friesland",53.23836542341,5.5479534708447,"Wijk 04 - Tzummarum e.o."
"8852","0518",NA,"Firdgum","Waadhoeke","Friesland",53.252632077676,5.5571213729417,"Wijk 04 - Tzummarum e.o."
"8854","0518",NA,"Oosterbierum","Waadhoeke","Friesland",53.234334454376,5.5130053136826,"Wijk 04 - Tzummarum e.o."
"8855","0517",NA,"Sexbierum","Waadhoeke","Friesland",53.217158737684,5.4948589618234,"Wijk 07 - Sexbierum e.o."
"8856","0517",NA,"Pietersbierum","Waadhoeke","Friesland",53.212167250299,5.4640202937431,"Wijk 07 - Sexbierum e.o."
"8857","0517",NA,"Wijnaldum","Harlingen","Friesland",53.196340217791,5.4595461516898,"Wijk 02 Wijnaldum"
"8861","0517","Wijk 00 HarlingenWijk 01 Midlum","Harlingen","Harlingen","Friesland",53.205065866634,5.3624384550305,NA
"8862","0517",NA,"Harlingen","Harlingen","Friesland",53.133200978616,5.2508617567395,"Wijk 00 Harlingen"
"8871","0517",NA,"Midlum","Harlingen","Friesland",53.18618293332,5.4733856482316,"Wijk 01 Midlum"
"8872","0517",NA,"Midlum","Harlingen","Friesland",53.184538626891,5.4431723031625,"Wijk 01 Midlum"
"8881","0562","Wijk 00 West-TerschellingWijk 01 Midsland","West-Terschelling","Terschelling","Friesland",53.310765245071,5.2694856889269,NA
"8882","0562",NA,"Hee","Terschelling","Friesland",53.380764590651,5.257233370071,"Wijk 01 Midsland"
"8884","0562",NA,"Baaiduinen","Terschelling","Friesland",53.382114538641,5.2714997237903,"Wijk 01 Midsland"
"8885","0562",NA,"Kinnum","Terschelling","Friesland",53.3748135087,5.2797015092813,"Wijk 01 Midsland"
"8891","0562",NA,"Midsland","Terschelling","Friesland",53.400087262957,5.2818704880567,"Wijk 01 Midsland"
"8893","0562","Wijk 01 MidslandWijk 02 Formerum","Landerum","Terschelling","Friesland",53.385182842562,5.300157688644,NA
"8894","0562","Wijk 01 MidslandWijk 02 FormerumWijk 03 Lies","Formerum","Terschelling","Friesland",53.40242994871,5.3089249485771,NA
"8895","0562","Wijk 03 LiesWijk 04 Hoorn","Lies","Terschelling","Friesland",53.395680861912,5.3271269100186,NA
"8896","0562",NA,"Hoorn","Terschelling","Friesland",53.41028715393,5.3425599536953,"Wijk 04 Hoorn"
"8897","0562","Wijk 04 HoornWijk 05 Oosterend","Oosterend","Terschelling","Friesland",53.347651659131,5.473438622146,NA
"8899","0562",NA,"Vlieland","Vlieland","Friesland",53.221658130305,5.0378960017426,"Wijk 00"
"9001","0566",NA,"Grou","Leeuwarden","Friesland",53.101134133521,5.848606746041,"Grou e.o."
"9003","058",NA,"Warten","Leeuwarden","Friesland",53.140402277291,5.8988610783915,"Dorpen Zuid-Oost"
"9004","058",NA,"Warstiens","Leeuwarden","Friesland",53.162963995512,5.8721121628273,"Dorpen Zuid-Oost"
"9005","058",NA,"Wergea","Leeuwarden","Friesland",53.147514473829,5.8466113892612,"Dorpen Zuid-Oost"
"9007","0566",NA,"Idaerd","Leeuwarden","Friesland",53.118269975095,5.816361677302,"Grou e.o."
"9008","0566",NA,"Reduzum","Leeuwarden","Friesland",53.114407880432,5.7838226459551,"Grou e.o."
"9009","0566",NA,"Friens","Leeuwarden","Friesland",53.098560376114,5.800484469671,"Grou e.o."
"9011","0566",NA,"Jirnsum","Leeuwarden","Friesland",53.070215522943,5.7850382581541,"Grou e.o."
"9012","0566",NA,"Raerd","Súdwest-Fryslân","Friesland",53.096977692131,5.7580204964497,"Wijk 19 Boarnsterhim"
"9013","0566",NA,"Poppenwier","Súdwest-Fryslân","Friesland",53.077054068254,5.7544568946493,"Wijk 19 Boarnsterhim"
"9014","0515",NA,"Tersoal","Súdwest-Fryslân","Friesland",53.067875954708,5.7412860161635,"Wijk 19 Boarnsterhim"
"9021","058",NA,"Easterwierrum","Súdwest-Fryslân","Friesland",53.114912699961,5.7355749002704,"Wijk 20 Littenseradiel"
"9022","058",NA,"Mantgum","Leeuwarden","Friesland",53.127652190759,5.7224561297552,"Dorpen Zuid-West"
"9023","058",NA,"Jorwert","Leeuwarden","Friesland",53.147115318239,5.7050872399626,"Dorpen Zuid-West"
"9024","058",NA,"Weidum","Leeuwarden","Friesland",53.144354976861,5.7473255060545,"Dorpen Zuid-West"
"9025","058",NA,"Bears","Leeuwarden","Friesland",53.157467290945,5.7443117852774,"Dorpen Zuid-West"
"9026","058",NA,"Jellum","Leeuwarden","Friesland",53.168618766602,5.7422232042201,"Dorpen Zuid-West"
"9027","058",NA,"Hilaard","Leeuwarden","Friesland",53.169790703944,5.6990154000453,"Dorpen Zuid-West"
"9031","058",NA,"Boksum","Waadhoeke","Friesland",53.178289038042,5.7308632990707,"Wijk 12 - Marsum e.o."
"9032","058",NA,"Blessum","Waadhoeke","Friesland",53.182112856427,5.7117807535127,"Wijk 12 - Marsum e.o."
"9033","058",NA,"Deinum","Waadhoeke","Friesland",53.192788500408,5.7171923695063,"Wijk 12 - Marsum e.o."
"9034","058",NA,"Marsum","Waadhoeke","Friesland",53.208164056082,5.7185553151846,"Wijk 12 - Marsum e.o."
"9035","0517",NA,"Dronryp","Waadhoeke","Friesland",53.186198718595,5.6467984341151,"Wijk 11 - Dronryp e.o."
"9036","0518",NA,"Menaam","Waadhoeke","Friesland",53.215199203203,5.6667171620242,"Wijk 11 - Dronryp e.o."
"9037","0518",NA,"Slappeterp","Waadhoeke","Friesland",53.219295806715,5.621515968053,"Wijk 11 - Dronryp e.o."
"9038","058",NA,"Ingelum","Waadhoeke","Friesland",53.225452502585,5.7210623953105,"Wijk 14 - Bitgummole e.o."
"9041","0518","Wijk 13 - Berltsum e.o.Wijk 14 - Bitgummole e.o.","Berltsum","Waadhoeke","Friesland",53.237411183136,5.6417489309159,NA
"9043","0518",NA,"Wier","Waadhoeke","Friesland",53.250134059043,5.6278411257791,"Wijk 13 - Berltsum e.o."
"9044","058","Wijk 11 - Dronryp e.o.Wijk 14 - Bitgummole e.o.","Bitgum","Waadhoeke","Friesland",53.234806199252,5.6855528514796,NA
"9045","058",NA,"Bitgummole","Waadhoeke","Friesland",53.237901688956,5.7151441781374,"Wijk 14 - Bitgummole e.o."
"9047","0518",NA,"Minnertsga","Waadhoeke","Friesland",53.24888024728,5.5932613232053,"Wijk 02 - Minnertsga"
"9051","058",NA,"Stiens","Leeuwarden","Friesland",53.265269909002,5.773902574208,"Stiens e.o."
"9053","058",NA,"Feinsum","Leeuwarden","Friesland",53.281074664863,5.7601626414319,"Stiens e.o."
"9054","0518",NA,"Hijum","Leeuwarden","Friesland",53.284181134044,5.7810097763354,"Stiens e.o."
"9055","058",NA,"Britsum","Leeuwarden","Friesland",53.250554460252,5.7983839128456,"Dokkumer Ie e.o."
"9056","058",NA,"Koarnjum","Leeuwarden","Friesland",53.243158858423,5.7791673477873,"Dokkumer Ie e.o."
"9057","058",NA,"Jelsum","Leeuwarden","Friesland",53.232683061723,5.7946661808593,"Dokkumer Ie e.o."
"9061","058","Wijk 01 AldtsjerkWijk 02 Mûnein","Gytsjerk","Tytsjerksteradiel","Friesland",53.237748117215,5.881661471229,NA
"9062","058",NA,"Oentsjerk","Tytsjerksteradiel","Friesland",53.252306473307,5.8867572796756,"Wijk 01 Aldtsjerk"
"9063","058",NA,"Mûnein","Tytsjerksteradiel","Friesland",53.247913061679,5.9239370994718,"Wijk 02 Mûnein"
"9064","058",NA,"Aldtsjerk","Tytsjerksteradiel","Friesland",53.26788336178,5.8752627224826,"Wijk 01 Aldtsjerk"
"9067","058","Wijk 02 MûneinWijk 02 Zuid","Readtsjerk","Dantumadiel","Friesland",53.266998627402,5.9176712966903,NA
"9071","0518",NA,"Alde Leie","Leeuwarden","Friesland",53.288322214837,5.7349045245799,"Stiens e.o."
"9072","0518",NA,"Nij Altoenae","Waadhoeke","Friesland",53.298021553993,5.6511409441077,"Wijk 00 - St.-Annaparochie e.o."
"9073","0518",NA,"Marrum","Noardeast-Fryslân","Friesland",53.323664091398,5.7965948093966,"Wijk 00 Bouwstreek"
"9074","0518","Wijk 01 ZuidwestWijk 01 - Oudebildtzijl e.o.","Hallum","Noardeast-Fryslân","Friesland",53.30048902717,5.7874517407239,NA
"9075","0518",NA,"Westhoek","Waadhoeke","Friesland",53.28019108879,5.5759111054011,"Wijk 00 - St.-Annaparochie e.o."
"9076","0518",NA,"St.-Annaparochie","Waadhoeke","Friesland",53.280957334886,5.6642092325632,"Wijk 00 - St.-Annaparochie e.o."
"9077","0518","Stiens e.o.Wijk 01 - Oudebildtzijl e.o.","Vrouwenparochie","Waadhoeke","Friesland",53.266768487928,5.7066494037978,NA
"9078","0518","Wijk 00 - St.-Annaparochie e.o.Wijk 01 - Oudebildtzijl e.o.","Oudebildtzijl","Waadhoeke","Friesland",53.305790356626,5.7075914568695,NA
"9079","0518",NA,"St.-Jacobiparochie","Waadhoeke","Friesland",53.286525669159,5.609128267159,"Wijk 00 - St.-Annaparochie e.o."
"9091","058",NA,"Wyns","Tytsjerksteradiel","Friesland",53.260795915976,5.8470982213904,"Wijk 01 Aldtsjerk"
"9101","0519",NA,"Dokkum","Noardeast-Fryslân","Friesland",53.324586721763,5.9968216778377,"Dokkum"
"9102","0519",NA,"Dokkum","Noardeast-Fryslân","Friesland",53.333092612345,5.9977704162931,"Dokkum"
"9103","0519",NA,"Dokkum","Noardeast-Fryslân","Friesland",53.315635429972,6.0050144870347,"Dokkum"
"9104","0511",NA,"Damwâld","Dantumadiel","Friesland",53.294257953327,5.9925446558216,"Wijk 00 Centrum"
"9105","0511",NA,"Rinsumageast","Dantumadiel","Friesland",53.290848346144,5.9342418283582,"Wijk 03 West"
"9106","0519",NA,"Sibrandahûs","Dantumadiel","Friesland",53.31355311296,5.953477777706,"Wijk 03 West"
"9107","0519",NA,"Jannum","Noardeast-Fryslân","Friesland",53.313530248692,5.9082856978624,"Wijk 02"
"9108","0511",NA,"Broeksterwâld","Dantumadiel","Friesland",53.269745042518,5.9790367353302,"Wijk 00 Centrum"
"9109","0511",NA,"De Falom","Dantumadiel","Friesland",53.264766318379,6.0098492299469,"Wijk 00 Centrum"
"9111","0519",NA,"Burdaard","Noardeast-Fryslân","Friesland",53.300487066018,5.878596665497,"Wijk 02"
"9112","0519",NA,"Burdaard","Noardeast-Fryslân","Friesland",53.288552293947,5.8862307937425,"Wijk 02"
"9113","0511",NA,"Wâlterswâld","Dantumadiel","Friesland",53.295554728411,6.0295552606238,"Wijk 01 Oost"
"9114","0511",NA,"Driezum","Dantumadiel","Friesland",53.308286632624,6.0548235271123,"Wijk 01 Oost"
"9121","0519",NA,"Aalsum","Noardeast-Fryslân","Friesland",53.341340172536,6.0107420226945,"Metslawier"
"9122","0519",NA,"Wetsens","Noardeast-Fryslân","Friesland",53.347817263052,6.0371860674159,"Metslawier"
"9123","0519",NA,"Metslawier","Noardeast-Fryslân","Friesland",53.360636481946,6.0676651173462,"Metslawier"
"9125","0519","MetslawierEe - Zuidoost","Oostrum","Noardeast-Fryslân","Friesland",53.330108122395,6.0449468411504,NA
"9131","0519",NA,"Ee","Noardeast-Fryslân","Friesland",53.340108395804,6.1050784641411,"Ee - Zuidoost"
"9132","0511",NA,"Engwierum","Noardeast-Fryslân","Friesland",53.333676619258,6.1484868556708,"Ee - Zuidoost"
"9133","0519","Anjum - Noordoost","Anjum","Noardeast-Fryslân","Friesland",53.392293254873,6.1446958956855,NA
"9134","0519",NA,"Lioessens","Noardeast-Fryslân","Friesland",53.384772049127,6.0939283479869,"Anjum - Noordoost"
"9135","0519",NA,"Morra","Noardeast-Fryslân","Friesland",53.366981221386,6.0920588194379,"Anjum - Noordoost"
"9136","0519",NA,"Paesens","Noardeast-Fryslân","Friesland",53.402157461659,6.099341830703,"Oosternijkerk - Noordwest"
"9137","0519",NA,"Oosternijkerk","Noardeast-Fryslân","Friesland",53.377824646566,6.0461563443293,"Oosternijkerk - Noordwest"
"9138","0519",NA,"Niawier","Noardeast-Fryslân","Friesland",53.360196080115,6.044178801582,"Metslawier"
"9141","0519",NA,"Wierum","Noardeast-Fryslân","Friesland",53.395081886654,6.0109953649439,"Ternaard"
"9142","0519",NA,"Moddergat","Noardeast-Fryslân","Friesland",53.401132831281,6.0687810901822,"Ternaard"
"9143","0566","Ternaard","Nes","Noardeast-Fryslân","Friesland",53.445632673219,6.0552052929856,NA
"9144","0519",NA,"Hantumhuizen","Noardeast-Fryslân","Friesland",53.372332535213,5.9952930941452,"Hantum"
"9145","0519",NA,"Ternaard","Noardeast-Fryslân","Friesland",53.382941105072,5.966833461829,"Ternaard"
"9146","0519",NA,"Hantumeruitburen","Noardeast-Fryslân","Friesland",53.356266775631,6.0068566230189,"Hantum"
"9147","0519",NA,"Hantum","Noardeast-Fryslân","Friesland",53.363617333965,5.9641515490691,"Hantum"
"9148","0519",NA,"Hiaure","Noardeast-Fryslân","Friesland",53.350157377275,5.9729164920464,"Hantum"
"9151","0519",NA,"Holwerd","Noardeast-Fryslân","Friesland",53.396213515818,5.8733435526012,"Holwerd"
"9152","0519",NA,"Waaxens","Noardeast-Fryslân","Friesland",53.355845826466,5.9172169351201,"Holwerd"
"9153","0519",NA,"Brantgum","Noardeast-Fryslân","Friesland",53.357017917342,5.9375422666373,"Holwerd"
"9154","0519",NA,"Foudgum","Noardeast-Fryslân","Friesland",53.344137152629,5.9479463089229,"Holwerd"
"9155","0519",NA,"Raard","Noardeast-Fryslân","Friesland",53.327428281498,5.939151752348,"Holwerd"
"9156","0519",NA,"Bornwird","Noardeast-Fryslân","Friesland",53.33370903705,5.9661706864933,"Holwerd"
"9161","0519",NA,"Hollum","Ameland","Friesland",53.40498217512,5.6158898511426,"Wijk 00"
"9162","0519",NA,"Ballum","Ameland","Friesland",53.404972141305,5.715301408631,"Wijk 00"
"9163","0519",NA,"Nes","Ameland","Friesland",53.405059478167,5.7729111028223,"Wijk 00"
"9164","0519",NA,"Buren","Ameland","Friesland",53.450156518787,5.9123308752766,"Wijk 00"
"9166","0519",NA,"Schiermonnikoog","Schiermonnikoog","Friesland",53.475969833613,6.2391344908053,"Wijk 00"
"9171","0519",NA,"Blije","Noardeast-Fryslân","Friesland",53.347583676066,5.8744399982761,"Wijk 00 Bouwstreek"
"9172","0518",NA,"Ferwert","Noardeast-Fryslân","Friesland",53.338919558815,5.8280625640058,"Wijk 00 Bouwstreek"
"9173","0518",NA,"Hegebeintum","Noardeast-Fryslân","Friesland",53.329870205204,5.8560482978069,"Wijk 00 Bouwstreek"
"9174","0519",NA,"Ginnum","Noardeast-Fryslân","Friesland",53.323476098219,5.8766144919365,"Wijk 02"
"9175","0519",NA,"Reitsum","Noardeast-Fryslân","Friesland",53.325762216282,5.8969673962947,"Wijk 02"
"9176","0519",NA,"Lichtaard","Noardeast-Fryslân","Friesland",53.325585732688,5.9187101388702,"Wijk 02"
"9178","0519",NA,"Wânswert","Noardeast-Fryslân","Friesland",53.300916948178,5.8447069850449,"Wijk 02"
"9201","0512",NA,"Drachten","Smallingerland","Friesland",53.114249083484,6.0954890196911,"Wijk 00 Drachten"
"9202","0512",NA,"Drachten","Smallingerland","Friesland",53.109454239434,6.1199688381319,"Wijk 00 Drachten"
"9203","0512",NA,"Drachten","Smallingerland","Friesland",53.092609129029,6.0988384664039,"Wijk 00 Drachten"
"9204","0512",NA,"Drachten","Smallingerland","Friesland",53.099244133984,6.0659714471285,"Wijk 00 Drachten"
"9205","0512","Wijk 00 DrachtenWijk 01 Overig Smallingerland","Drachten","Smallingerland","Friesland",53.090904897357,6.0603062944943,NA
"9206","0512","Wijk 00 DrachtenWijk 01 Overig Smallingerland","Drachten","Smallingerland","Friesland",53.113083723857,6.0640825052268,NA
"9207","0512","Wijk 04 UreterpWijk 00 DrachtenWijk 01 Overig Smallingerland","Drachten","Smallingerland","Friesland",53.120246502842,6.1092465494194,NA
"9211","0512","Wijk 00 DrachtenWijk 01 Overig Smallingerland","Kortehemmen","Smallingerland","Friesland",53.078381223301,6.0769106436976,NA
"9212","0512",NA,"Boornbergum","Smallingerland","Friesland",53.082040113549,6.03289371277,"Wijk 01 Overig Smallingerland"
"9213","0512",NA,"De Wilgen","Smallingerland","Friesland",53.095458133822,6.0219514628142,"Wijk 01 Overig Smallingerland"
